agency_cd,site_no,datetime,discharge.max,discharge.max.approval,discharge.min,discharge.min.approval,discharge.mean,discharge.mean.approval,gage.height.max,gage.height.max.approval,gage.height.min,gage.height.min.approval,gage.height.mean,gage.height.mean.approval
USGS,2085000,4/4/1939,NA,,NA,,99,A,NA,,NA,,NA,
USGS,2085000,4/5/1939,NA,,NA,,84,A,NA,,NA,,NA,
USGS,2085000,4/6/1939,NA,,NA,,167,A,NA,,NA,,NA,
USGS,2085000,4/7/1939,NA,,NA,,317,A,NA,,NA,,NA,
USGS,2085000,4/8/1939,NA,,NA,,134,A,NA,,NA,,NA,
USGS,2085000,4/9/1939,NA,,NA,,108,A,NA,,NA,,NA,
USGS,2085000,4/10/1939,NA,,NA,,87,A,NA,,NA,,NA,
USGS,2085000,4/11/1939,NA,,NA,,77,A,NA,,NA,,NA,
USGS,2085000,4/12/1939,NA,,NA,,70,A,NA,,NA,,NA,
USGS,2085000,4/13/1939,NA,,NA,,60,A,NA,,NA,,NA,
USGS,2085000,4/14/1939,NA,,NA,,56,A,NA,,NA,,NA,
USGS,2085000,4/15/1939,NA,,NA,,54,A,NA,,NA,,NA,
USGS,2085000,4/16/1939,NA,,NA,,53,A,NA,,NA,,NA,
USGS,2085000,4/17/1939,NA,,NA,,71,A,NA,,NA,,NA,
USGS,2085000,4/18/1939,NA,,NA,,231,A,NA,,NA,,NA,
USGS,2085000,4/19/1939,NA,,NA,,101,A,NA,,NA,,NA,
USGS,2085000,4/20/1939,NA,,NA,,70,A,NA,,NA,,NA,
USGS,2085000,4/21/1939,NA,,NA,,59,A,NA,,NA,,NA,
USGS,2085000,4/22/1939,NA,,NA,,55,A,NA,,NA,,NA,
USGS,2085000,4/23/1939,NA,,NA,,52,A,NA,,NA,,NA,
USGS,2085000,4/24/1939,NA,,NA,,48,A,NA,,NA,,NA,
USGS,2085000,4/25/1939,NA,,NA,,45,A,NA,,NA,,NA,
USGS,2085000,4/26/1939,NA,,NA,,49,A,NA,,NA,,NA,
USGS,2085000,4/27/1939,NA,,NA,,50,A,NA,,NA,,NA,
USGS,2085000,4/28/1939,NA,,NA,,171,A,NA,,NA,,NA,
USGS,2085000,4/29/1939,NA,,NA,,136,A,NA,,NA,,NA,
USGS,2085000,4/30/1939,NA,,NA,,81,A,NA,,NA,,NA,
USGS,2085000,5/1/1939,NA,,NA,,58,A,NA,,NA,,NA,
USGS,2085000,5/2/1939,NA,,NA,,986,A,NA,,NA,,NA,
USGS,2085000,5/3/1939,NA,,NA,,484,A,NA,,NA,,NA,
USGS,2085000,5/4/1939,NA,,NA,,154,A,NA,,NA,,NA,
USGS,2085000,5/5/1939,NA,,NA,,105,A,NA,,NA,,NA,
USGS,2085000,5/6/1939,NA,,NA,,82,A,NA,,NA,,NA,
USGS,2085000,5/7/1939,NA,,NA,,67,A,NA,,NA,,NA,
USGS,2085000,5/8/1939,NA,,NA,,62,A,NA,,NA,,NA,
USGS,2085000,5/9/1939,NA,,NA,,65,A,NA,,NA,,NA,
USGS,2085000,5/10/1939,NA,,NA,,54,A,NA,,NA,,NA,
USGS,2085000,5/11/1939,NA,,NA,,48,A,NA,,NA,,NA,
USGS,2085000,5/12/1939,NA,,NA,,45,A,NA,,NA,,NA,
USGS,2085000,5/13/1939,NA,,NA,,44,A,NA,,NA,,NA,
USGS,2085000,5/14/1939,NA,,NA,,46,A,NA,,NA,,NA,
USGS,2085000,5/15/1939,NA,,NA,,44,A,NA,,NA,,NA,
USGS,2085000,5/16/1939,NA,,NA,,40,A,NA,,NA,,NA,
USGS,2085000,5/17/1939,NA,,NA,,38,A,NA,,NA,,NA,
USGS,2085000,5/18/1939,NA,,NA,,35,A,NA,,NA,,NA,
USGS,2085000,5/19/1939,NA,,NA,,34,A,NA,,NA,,NA,
USGS,2085000,5/20/1939,NA,,NA,,32,A,NA,,NA,,NA,
USGS,2085000,5/21/1939,NA,,NA,,30,A,NA,,NA,,NA,
USGS,2085000,5/22/1939,NA,,NA,,30,A,NA,,NA,,NA,
USGS,2085000,5/23/1939,NA,,NA,,67,A,NA,,NA,,NA,
USGS,2085000,5/24/1939,NA,,NA,,79,A,NA,,NA,,NA,
USGS,2085000,5/25/1939,NA,,NA,,48,A,NA,,NA,,NA,
USGS,2085000,5/26/1939,NA,,NA,,36,A,NA,,NA,,NA,
USGS,2085000,5/27/1939,NA,,NA,,33,A,NA,,NA,,NA,
USGS,2085000,5/28/1939,NA,,NA,,30,A,NA,,NA,,NA,
USGS,2085000,5/29/1939,NA,,NA,,28,A,NA,,NA,,NA,
USGS,2085000,5/30/1939,NA,,NA,,36,A,NA,,NA,,NA,
USGS,2085000,5/31/1939,NA,,NA,,38,A,NA,,NA,,NA,
USGS,2085000,6/1/1939,NA,,NA,,66,A,NA,,NA,,NA,
USGS,2085000,6/2/1939,NA,,NA,,182,A,NA,,NA,,NA,
USGS,2085000,6/3/1939,NA,,NA,,966,A,NA,,NA,,NA,
USGS,2085000,6/4/1939,NA,,NA,,122,A,NA,,NA,,NA,
USGS,2085000,6/5/1939,NA,,NA,,68,A,NA,,NA,,NA,
USGS,2085000,6/6/1939,NA,,NA,,50,A,NA,,NA,,NA,
USGS,2085000,6/7/1939,NA,,NA,,41,A,NA,,NA,,NA,
USGS,2085000,6/8/1939,NA,,NA,,50,A,NA,,NA,,NA,
USGS,2085000,6/9/1939,NA,,NA,,131,A,NA,,NA,,NA,
USGS,2085000,6/10/1939,NA,,NA,,66,A,NA,,NA,,NA,
USGS,2085000,6/11/1939,NA,,NA,,41,A,NA,,NA,,NA,
USGS,2085000,6/12/1939,NA,,NA,,37,A,NA,,NA,,NA,
USGS,2085000,6/13/1939,NA,,NA,,34,A,NA,,NA,,NA,
USGS,2085000,6/14/1939,NA,,NA,,35,A,NA,,NA,,NA,
USGS,2085000,6/15/1939,NA,,NA,,133,A,NA,,NA,,NA,
USGS,2085000,6/16/1939,NA,,NA,,46,A,NA,,NA,,NA,
USGS,2085000,6/17/1939,NA,,NA,,36,A,NA,,NA,,NA,
USGS,2085000,6/18/1939,NA,,NA,,44,A,NA,,NA,,NA,
USGS,2085000,6/19/1939,NA,,NA,,77,A,NA,,NA,,NA,
USGS,2085000,6/20/1939,NA,,NA,,44,A,NA,,NA,,NA,
USGS,2085000,6/21/1939,NA,,NA,,34,A,NA,,NA,,NA,
USGS,2085000,6/22/1939,NA,,NA,,30,A,NA,,NA,,NA,
USGS,2085000,6/23/1939,NA,,NA,,28,A,NA,,NA,,NA,
USGS,2085000,6/24/1939,NA,,NA,,26,A,NA,,NA,,NA,
USGS,2085000,6/25/1939,NA,,NA,,23,A,NA,,NA,,NA,
USGS,2085000,6/26/1939,NA,,NA,,22,A,NA,,NA,,NA,
USGS,2085000,6/27/1939,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,6/28/1939,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,6/29/1939,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,6/30/1939,NA,,NA,,24,A,NA,,NA,,NA,
USGS,2085000,7/1/1939,NA,,NA,,29,A,NA,,NA,,NA,
USGS,2085000,7/2/1939,NA,,NA,,22,A,NA,,NA,,NA,
USGS,2085000,7/3/1939,NA,,NA,,19,A,NA,,NA,,NA,
USGS,2085000,7/4/1939,NA,,NA,,19,A,NA,,NA,,NA,
USGS,2085000,7/5/1939,NA,,NA,,55,A,NA,,NA,,NA,
USGS,2085000,7/6/1939,NA,,NA,,780,A,NA,,NA,,NA,
USGS,2085000,7/7/1939,NA,,NA,,90,A,NA,,NA,,NA,
USGS,2085000,7/8/1939,NA,,NA,,99,A,NA,,NA,,NA,
USGS,2085000,7/9/1939,NA,,NA,,94,A,NA,,NA,,NA,
USGS,2085000,7/10/1939,NA,,NA,,138,A,NA,,NA,,NA,
USGS,2085000,7/11/1939,NA,,NA,,50,A,NA,,NA,,NA,
USGS,2085000,7/12/1939,NA,,NA,,34,A,NA,,NA,,NA,
USGS,2085000,7/13/1939,NA,,NA,,28,A,NA,,NA,,NA,
USGS,2085000,7/14/1939,NA,,NA,,26,A,NA,,NA,,NA,
USGS,2085000,7/15/1939,NA,,NA,,23,A,NA,,NA,,NA,
USGS,2085000,7/16/1939,NA,,NA,,21,A,NA,,NA,,NA,
USGS,2085000,7/17/1939,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,7/18/1939,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,7/19/1939,NA,,NA,,28,A,NA,,NA,,NA,
USGS,2085000,7/20/1939,NA,,NA,,36,A,NA,,NA,,NA,
USGS,2085000,7/21/1939,NA,,NA,,130,A,NA,,NA,,NA,
USGS,2085000,7/22/1939,NA,,NA,,63,A,NA,,NA,,NA,
USGS,2085000,7/23/1939,NA,,NA,,36,A,NA,,NA,,NA,
USGS,2085000,7/24/1939,NA,,NA,,31,A,NA,,NA,,NA,
USGS,2085000,7/25/1939,NA,,NA,,28,A,NA,,NA,,NA,
USGS,2085000,7/26/1939,NA,,NA,,138,A,NA,,NA,,NA,
USGS,2085000,7/27/1939,NA,,NA,,132,A,NA,,NA,,NA,
USGS,2085000,7/28/1939,NA,,NA,,44,A,NA,,NA,,NA,
USGS,2085000,7/29/1939,NA,,NA,,288,A,NA,,NA,,NA,
USGS,2085000,7/30/1939,NA,,NA,,144,A,NA,,NA,,NA,
USGS,2085000,7/31/1939,NA,,NA,,68,A,NA,,NA,,NA,
USGS,2085000,8/1/1939,NA,,NA,,39,A,NA,,NA,,NA,
USGS,2085000,8/2/1939,NA,,NA,,30,A,NA,,NA,,NA,
USGS,2085000,8/3/1939,NA,,NA,,27,A,NA,,NA,,NA,
USGS,2085000,8/4/1939,NA,,NA,,50,A,NA,,NA,,NA,
USGS,2085000,8/5/1939,NA,,NA,,31,A,NA,,NA,,NA,
USGS,2085000,8/6/1939,NA,,NA,,160,A,NA,,NA,,NA,
USGS,2085000,8/7/1939,NA,,NA,,71,A,NA,,NA,,NA,
USGS,2085000,8/8/1939,NA,,NA,,35,A,NA,,NA,,NA,
USGS,2085000,8/9/1939,NA,,NA,,28,A,NA,,NA,,NA,
USGS,2085000,8/10/1939,NA,,NA,,25,A,NA,,NA,,NA,
USGS,2085000,8/11/1939,NA,,NA,,23,A,NA,,NA,,NA,
USGS,2085000,8/12/1939,NA,,NA,,21,A,NA,,NA,,NA,
USGS,2085000,8/13/1939,NA,,NA,,19,A,NA,,NA,,NA,
USGS,2085000,8/14/1939,NA,,NA,,23,A,NA,,NA,,NA,
USGS,2085000,8/15/1939,NA,,NA,,78,A,NA,,NA,,NA,
USGS,2085000,8/16/1939,NA,,NA,,54,A,NA,,NA,,NA,
USGS,2085000,8/17/1939,NA,,NA,,1360,A,NA,,NA,,NA,
USGS,2085000,8/18/1939,NA,,NA,,1260,A,NA,,NA,,NA,
USGS,2085000,8/19/1939,NA,,NA,,1420,A,NA,,NA,,NA,
USGS,2085000,8/20/1939,NA,,NA,,182,A,NA,,NA,,NA,
USGS,2085000,8/21/1939,NA,,NA,,99,A,NA,,NA,,NA,
USGS,2085000,8/22/1939,NA,,NA,,74,A,NA,,NA,,NA,
USGS,2085000,8/23/1939,NA,,NA,,60,A,NA,,NA,,NA,
USGS,2085000,8/24/1939,NA,,NA,,54,A,NA,,NA,,NA,
USGS,2085000,8/25/1939,NA,,NA,,228,A,NA,,NA,,NA,
USGS,2085000,8/26/1939,NA,,NA,,77,A,NA,,NA,,NA,
USGS,2085000,8/27/1939,NA,,NA,,62,A,NA,,NA,,NA,
USGS,2085000,8/28/1939,NA,,NA,,1510,A,NA,,NA,,NA,
USGS,2085000,8/29/1939,NA,,NA,,603,A,NA,,NA,,NA,
USGS,2085000,8/30/1939,NA,,NA,,149,A,NA,,NA,,NA,
USGS,2085000,8/31/1939,NA,,NA,,99,A,NA,,NA,,NA,
USGS,2085000,9/1/1939,NA,,NA,,81,A,NA,,NA,,NA,
USGS,2085000,9/2/1939,NA,,NA,,71,A,NA,,NA,,NA,
USGS,2085000,9/3/1939,NA,,NA,,62,A,NA,,NA,,NA,
USGS,2085000,9/4/1939,NA,,NA,,79,A,NA,,NA,,NA,
USGS,2085000,9/5/1939,NA,,NA,,60,A,NA,,NA,,NA,
USGS,2085000,9/6/1939,NA,,NA,,49,A,NA,,NA,,NA,
USGS,2085000,9/7/1939,NA,,NA,,43,A,NA,,NA,,NA,
USGS,2085000,9/8/1939,NA,,NA,,40,A,NA,,NA,,NA,
USGS,2085000,9/9/1939,NA,,NA,,36,A,NA,,NA,,NA,
USGS,2085000,9/10/1939,NA,,NA,,33,A,NA,,NA,,NA,
USGS,2085000,9/11/1939,NA,,NA,,38,A,NA,,NA,,NA,
USGS,2085000,9/12/1939,NA,,NA,,32,A,NA,,NA,,NA,
USGS,2085000,9/13/1939,NA,,NA,,30,A,NA,,NA,,NA,
USGS,2085000,9/14/1939,NA,,NA,,28,A,NA,,NA,,NA,
USGS,2085000,9/15/1939,NA,,NA,,27,A,NA,,NA,,NA,
USGS,2085000,9/16/1939,NA,,NA,,25,A,NA,,NA,,NA,
USGS,2085000,9/17/1939,NA,,NA,,25,A,NA,,NA,,NA,
USGS,2085000,9/18/1939,NA,,NA,,24,A,NA,,NA,,NA,
USGS,2085000,9/19/1939,NA,,NA,,22,A,NA,,NA,,NA,
USGS,2085000,9/20/1939,NA,,NA,,22,A,NA,,NA,,NA,
USGS,2085000,9/21/1939,NA,,NA,,22,A,NA,,NA,,NA,
USGS,2085000,9/22/1939,NA,,NA,,22,A,NA,,NA,,NA,
USGS,2085000,9/23/1939,NA,,NA,,21,A,NA,,NA,,NA,
USGS,2085000,9/24/1939,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,9/25/1939,NA,,NA,,19,A,NA,,NA,,NA,
USGS,2085000,9/26/1939,NA,,NA,,19,A,NA,,NA,,NA,
USGS,2085000,9/27/1939,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,9/28/1939,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,9/29/1939,NA,,NA,,19,A,NA,,NA,,NA,
USGS,2085000,9/30/1939,NA,,NA,,18,A,NA,,NA,,NA,
USGS,2085000,10/1/1939,NA,,NA,,43,A,NA,,NA,,NA,
USGS,2085000,10/2/1939,NA,,NA,,61,A,NA,,NA,,NA,
USGS,2085000,10/3/1939,NA,,NA,,26,A,NA,,NA,,NA,
USGS,2085000,10/4/1939,NA,,NA,,22,A,NA,,NA,,NA,
USGS,2085000,10/5/1939,NA,,NA,,21,A,NA,,NA,,NA,
USGS,2085000,10/6/1939,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,10/7/1939,NA,,NA,,21,A,NA,,NA,,NA,
USGS,2085000,10/8/1939,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,10/9/1939,NA,,NA,,19,A,NA,,NA,,NA,
USGS,2085000,10/10/1939,NA,,NA,,18,A,NA,,NA,,NA,
USGS,2085000,10/11/1939,NA,,NA,,17,A,NA,,NA,,NA,
USGS,2085000,10/12/1939,NA,,NA,,17,A,NA,,NA,,NA,
USGS,2085000,10/13/1939,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,10/14/1939,NA,,NA,,19,A,NA,,NA,,NA,
USGS,2085000,10/15/1939,NA,,NA,,17,A,NA,,NA,,NA,
USGS,2085000,10/16/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,10/17/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,10/18/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,10/19/1939,NA,,NA,,17,A,NA,,NA,,NA,
USGS,2085000,10/20/1939,NA,,NA,,17,A,NA,,NA,,NA,
USGS,2085000,10/21/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,10/22/1939,NA,,NA,,15,A,NA,,NA,,NA,
USGS,2085000,10/23/1939,NA,,NA,,14,A,NA,,NA,,NA,
USGS,2085000,10/24/1939,NA,,NA,,14,A,NA,,NA,,NA,
USGS,2085000,10/25/1939,NA,,NA,,14,A,NA,,NA,,NA,
USGS,2085000,10/26/1939,NA,,NA,,15,A,NA,,NA,,NA,
USGS,2085000,10/27/1939,NA,,NA,,14,A,NA,,NA,,NA,
USGS,2085000,10/28/1939,NA,,NA,,13,A,NA,,NA,,NA,
USGS,2085000,10/29/1939,NA,,NA,,12,A,NA,,NA,,NA,
USGS,2085000,10/30/1939,NA,,NA,,14,A,NA,,NA,,NA,
USGS,2085000,10/31/1939,NA,,NA,,21,A,NA,,NA,,NA,
USGS,2085000,11/1/1939,NA,,NA,,30,A,NA,,NA,,NA,
USGS,2085000,11/2/1939,NA,,NA,,19,A,NA,,NA,,NA,
USGS,2085000,11/3/1939,NA,,NA,,17,A,NA,,NA,,NA,
USGS,2085000,11/4/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,11/5/1939,NA,,NA,,17,A,NA,,NA,,NA,
USGS,2085000,11/6/1939,NA,,NA,,19,A,NA,,NA,,NA,
USGS,2085000,11/7/1939,NA,,NA,,18,A,NA,,NA,,NA,
USGS,2085000,11/8/1939,NA,,NA,,17,A,NA,,NA,,NA,
USGS,2085000,11/9/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,11/10/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,11/11/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,11/12/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,11/13/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,11/14/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,11/15/1939,NA,,NA,,15,A,NA,,NA,,NA,
USGS,2085000,11/16/1939,NA,,NA,,15,A,NA,,NA,,NA,
USGS,2085000,11/17/1939,NA,,NA,,15,A,NA,,NA,,NA,
USGS,2085000,11/18/1939,NA,,NA,,15,A,NA,,NA,,NA,
USGS,2085000,11/19/1939,NA,,NA,,15,A,NA,,NA,,NA,
USGS,2085000,11/20/1939,NA,,NA,,36,A,NA,,NA,,NA,
USGS,2085000,11/21/1939,NA,,NA,,34,A,NA,,NA,,NA,
USGS,2085000,11/22/1939,NA,,NA,,25,A,NA,,NA,,NA,
USGS,2085000,11/23/1939,NA,,NA,,23,A,NA,,NA,,NA,
USGS,2085000,11/24/1939,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,11/25/1939,NA,,NA,,19,A,NA,,NA,,NA,
USGS,2085000,11/26/1939,NA,,NA,,18,A,NA,,NA,,NA,
USGS,2085000,11/27/1939,NA,,NA,,17,A,NA,,NA,,NA,
USGS,2085000,11/28/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,11/29/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,11/30/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,12/1/1939,NA,,NA,,17,A,NA,,NA,,NA,
USGS,2085000,12/2/1939,NA,,NA,,18,A,NA,,NA,,NA,
USGS,2085000,12/3/1939,NA,,NA,,18,A,NA,,NA,,NA,
USGS,2085000,12/4/1939,NA,,NA,,18,A,NA,,NA,,NA,
USGS,2085000,12/5/1939,NA,,NA,,17,A,NA,,NA,,NA,
USGS,2085000,12/6/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,12/7/1939,NA,,NA,,15,A,NA,,NA,,NA,
USGS,2085000,12/8/1939,NA,,NA,,15,A,NA,,NA,,NA,
USGS,2085000,12/9/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,12/10/1939,NA,,NA,,15,A,NA,,NA,,NA,
USGS,2085000,12/11/1939,NA,,NA,,15,A,NA,,NA,,NA,
USGS,2085000,12/12/1939,NA,,NA,,15,A,NA,,NA,,NA,
USGS,2085000,12/13/1939,NA,,NA,,15,A,NA,,NA,,NA,
USGS,2085000,12/14/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,12/15/1939,NA,,NA,,17,A,NA,,NA,,NA,
USGS,2085000,12/16/1939,NA,,NA,,15,A,NA,,NA,,NA,
USGS,2085000,12/17/1939,NA,,NA,,14,A,NA,,NA,,NA,
USGS,2085000,12/18/1939,NA,,NA,,14,A,NA,,NA,,NA,
USGS,2085000,12/19/1939,NA,,NA,,14,A,NA,,NA,,NA,
USGS,2085000,12/20/1939,NA,,NA,,17,A,NA,,NA,,NA,
USGS,2085000,12/21/1939,NA,,NA,,21,A,NA,,NA,,NA,
USGS,2085000,12/22/1939,NA,,NA,,18,A,NA,,NA,,NA,
USGS,2085000,12/23/1939,NA,,NA,,16,A,NA,,NA,,NA,
USGS,2085000,12/24/1939,NA,,NA,,35,A,NA,,NA,,NA,
USGS,2085000,12/25/1939,NA,,NA,,38,A,NA,,NA,,NA,
USGS,2085000,12/26/1939,NA,,NA,,27,A,NA,,NA,,NA,
USGS,2085000,12/27/1939,NA,,NA,,125,A,NA,,NA,,NA,
USGS,2085000,12/28/1939,NA,,NA,,84,A,NA,,NA,,NA,
USGS,2085000,12/29/1939,NA,,NA,,46,A,NA,,NA,,NA,
USGS,2085000,12/30/1939,NA,,NA,,34,A,NA,,NA,,NA,
USGS,2085000,12/31/1939,NA,,NA,,29,A,NA,,NA,,NA,
USGS,2085000,1/1/1940,NA,,NA,,26,A,NA,,NA,,NA,
USGS,2085000,1/2/1940,NA,,NA,,24,A,NA,,NA,,NA,
USGS,2085000,1/3/1940,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,1/4/1940,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,1/5/1940,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,1/6/1940,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,1/7/1940,NA,,NA,,19,A,NA,,NA,,NA,
USGS,2085000,1/8/1940,NA,,NA,,21,A,NA,,NA,,NA,
USGS,2085000,1/9/1940,NA,,NA,,21,A,NA,,NA,,NA,
USGS,2085000,1/10/1940,NA,,NA,,19,A,NA,,NA,,NA,
USGS,2085000,1/11/1940,NA,,NA,,20,A,NA,,NA,,NA,
USGS,2085000,1/12/1940,NA,,NA,,39,A,NA,,NA,,NA,
USGS,2085000,1/13/1940,NA,,NA,,70,A,NA,,NA,,NA,
USGS,2085000,1/14/1940,NA,,NA,,88,A,NA,,NA,,NA,
USGS,2085000,1/15/1940,NA,,NA,,152,A,NA,,NA,,NA,
USGS,2085000,1/16/1940,NA,,NA,,66,A,NA,,NA,,NA,
USGS,2085000,1/17/1940,NA,,NA,,49,A,NA,,NA,,NA,
USGS,2085000,1/18/1940,NA,,NA,,42,A,NA,,NA,,NA,
USGS,2085000,1/19/1940,NA,,NA,,34,A,NA,,NA,,NA,
USGS,2085000,1/20/1940,NA,,NA,,28,A,NA,,NA,,NA,
USGS,2085000,1/21/1940,NA,,NA,,24,A,NA,,NA,,NA,
USGS,2085000,1/22/1940,NA,,NA,,22,A,NA,,NA,,NA,
USGS,2085000,1/23/1940,NA,,NA,,24,A,NA,,NA,,NA,
USGS,2085000,1/24/1940,NA,,NA,,26,A,NA,,NA,,NA,
USGS,2085000,1/25/1940,NA,,NA,,34,A,NA,,NA,,NA,
USGS,2085000,1/26/1940,NA,,NA,,28,A,NA,,NA,,NA,
USGS,2085000,1/27/1940,NA,,NA,,26,A,NA,,NA,,NA,
USGS,2085000,1/28/1940,NA,,NA,,26,A,NA,,NA,,NA,
USGS,2085000,1/29/1940,NA,,NA,,25,A,NA,,NA,,NA,
USGS,2085000,1/30/1940,NA,,NA,,25,A,NA,,NA,,NA,
USGS,2085000,1/31/1940,NA,,NA,,25,A,NA,,NA,,NA,
USGS,2085000,2/1/1940,NA,,NA,,26,A,NA,,NA,,NA,
USGS,2085000,2/2/1940,NA,,NA,,32,A,NA,,NA,,NA,
USGS,2085000,2/3/1940,NA,,NA,,38,A,NA,,NA,,NA,
USGS,2085000,2/4/1940,NA,,NA,,38,A,NA,,NA,,NA,
USGS,2085000,2/5/1940,NA,,NA,,61,A,NA,,NA,,NA,
USGS,2085000,2/6/1940,NA,,NA,,326,A,NA,,NA,,NA,
USGS,2085000,2/7/1940,NA,,NA,,1090,A,NA,,NA,,NA,
USGS,2085000,2/8/1940,NA,,NA,,227,A,NA,,NA,,NA,
USGS,2085000,2/9/1940,NA,,NA,,123,A,NA,,NA,,NA,
USGS,2085000,2/10/1940,NA,,NA,,103,A,NA,,NA,,NA,
USGS,2085000,2/11/1940,NA,,NA,,339,A,NA,,NA,,NA,
USGS,2085000,2/12/1940,NA,,NA,,131,A,NA,,NA,,NA,
USGS,2085000,2/13/1940,NA,,NA,,90,A,NA,,NA,,NA,
USGS,2085000,2/14/1940,NA,,NA,,77,A,NA,,NA,,NA,
USGS,2085000,2/15/1940,NA,,NA,,63,A,NA,,NA,,NA,
USGS,2085000,2/16/1940,NA,,NA,,54,A,NA,,NA,,NA,
USGS,2085000,2/17/1940,NA,,NA,,51,A,NA,,NA,,NA,
USGS,2085000,2/18/1940,NA,,NA,,103,A,NA,,NA,,NA,
USGS,2085000,2/19/1940,NA,,NA,,647,A,NA,,NA,,NA,
USGS,2085000,2/20/1940,NA,,NA,,226,A,NA,,NA,,NA,
USGS,2085000,2/21/1940,NA,,NA,,187,A,NA,,NA,,NA,
USGS,2085000,2/22/1940,NA,,NA,,115,A,NA,,NA,,NA,
USGS,2085000,2/23/1940,NA,,NA,,86,A,NA,,NA,,NA,
USGS,2085000,2/24/1940,NA,,NA,,73,A,NA,,NA,,NA,
USGS,2085000,2/25/1940,NA,,NA,,70,A,NA,,NA,,NA,
USGS,2085000,2/26/1940,NA,,NA,,68,A,NA,,NA,,NA,
USGS,2085000,2/27/1940,NA,,NA,,60,A,NA,,NA,,NA,
USGS,2085000,2/28/1940,NA,,NA,,62,A,NA,,NA,,NA,
USGS,2085000,2/29/1940,NA,,NA,,67,A,NA,,NA,,NA,
USGS,2085000,3/1/1940,NA,,NA,,57,A,NA,,NA,,NA,
USGS,2085000,3/2/1940,NA,,NA,,53,A,NA,,NA,,NA,
USGS,2085000,3/3/1940,NA,,NA,,57,A,NA,,NA,,NA,
USGS,2085000,3/4/1940,NA,,NA,,170,A,NA,,NA,,NA,
USGS,2085000,3/5/1940,NA,,NA,,105,A,NA,,NA,,NA,
USGS,2085000,3/6/1940,NA,,NA,,75,A,NA,,NA,,NA,
USGS,2085000,3/7/1940,NA,,NA,,63,A,NA,,NA,,NA,
USGS,2085000,3/8/1940,NA,,NA,,58,A,NA,,NA,,NA,
USGS,2085000,3/9/1940,NA,,NA,,54,A,NA,,NA,,NA,
USGS,2085000,3/10/1940,NA,,NA,,48,A,NA,,NA,,NA,
USGS,2085000,3/11/1940,NA,,NA,,44,A,NA,,NA,,NA,
USGS,2085000,3/12/1940,NA,,NA,,55,A,NA,,NA,,NA,
USGS,2085000,3/13/1940,NA,,NA,,59,A,NA,,NA,,NA,
USGS,2085000,3/14/1940,NA,,NA,,75,A,NA,,NA,,NA,
USGS,2085000,3/15/1940,NA,,NA,,401,A,NA,,NA,,NA,
USGS,2085000,3/16/1940,NA,,NA,,140,A,NA,,NA,,NA,
USGS,2085000,3/17/1940,NA,,NA,,94,A,NA,,NA,,NA,
USGS,2085000,3/18/1940,NA,,NA,,78,A,NA,,NA,,NA,
USGS,2085000,3/19/1940,NA,,NA,,68,A,NA,,NA,,NA,
USGS,2085000,3/20/1940,NA,,NA,,61,A,NA,,NA,,NA,
USGS,2085000,3/21/1940,NA,,NA,,55,A,NA,,NA,,NA,
USGS,2085000,3/22/1940,NA,,NA,,50,A,NA,,NA,,NA,
USGS,2085000,3/23/1940,NA,,NA,,47,A,NA,,NA,,NA,
